             u1              u2              u3              u4             u5             u6              u7              y 
  2.4159857e-001  7.0440030e-001  5.5491260e-001  6.7842997e-001  1.7409847e-001  4.1494922e-001  3.1215634e-001  1.9736928e-001
  2.4080486e-001  7.5782515e-001  5.5245592e-001  7.2207788e-001  1.4572012e-001  4.0619063e-001  3.1215634e-001  1.9955626e-001
  2.4001051e-001  7.5988154e-001  5.5159418e-001  7.3968900e-001  1.1639815e-001  3.9810807e-001  3.1215634e-001  2.0280008e-001
  2.3921616e-001  7.3510168e-001  5.4487484e-001  7.5616820e-001  8.7076175e-002  3.7404191e-001  2.8394117e-001  2.1299436e-001
  2.3842180e-001  7.5069339e-001  5.5799237e-001  8.1207819e-001  6.9542921e-002  3.7897908e-001  2.8745071e-001  2.3421432e-001
  2.3762745e-001  7.2175652e-001  5.6178770e-001  8.9308093e-001  5.4601346e-002  3.5973116e-001  2.9096025e-001  2.5995344e-001
  2.3683310e-001  7.1760100e-001  5.6852660e-001  9.7408339e-001  6.0984601e-002  3.9099886e-001  3.0650497e-001  2.9457457e-001
  2.2196811e-001  7.2266311e-001  6.0010091e-001  9.9383290e-001  6.7528194e-002  4.1590066e-001  3.3627357e-001  3.3271792e-001
  2.0327382e-001  6.6781721e-001  7.5981062e-001  9.9691645e-001  6.7521623e-002  4.0917015e-001  3.2145783e-001  3.7961995e-001
  2.0222889e-001  7.0710088e-001  7.5933639e-001  1.0000000e+000  4.8968520e-003  4.1041266e-001  3.0319851e-001  4.2876907e-001
  2.1177319e-001  6.6813415e-001  7.0268037e-001  9.1279176e-001  8.9105359e-003  3.9048558e-001  2.8459205e-001  4.8578106e-001
  2.2131749e-001  6.2360558e-001  6.4649358e-001  8.9734308e-001  4.2540580e-002  4.6694834e-001  3.4660953e-001  5.4390959e-001
  2.3086116e-001  6.2520205e-001  6.4747387e-001  8.8189440e-001  8.7603184e-002  4.6312380e-001  3.5901268e-001  5.9622469e-001
  2.4040546e-001  6.6327694e-001  6.4343644e-001  8.6644572e-001  1.3467132e-001  4.7883511e-001  3.8449415e-001  6.4760287e-001
  2.4994976e-001  6.8223700e-001  6.4154338e-001  8.5099703e-001  1.6083911e-001  5.0598407e-001  3.8909717e-001  7.0005732e-001
  2.5949342e-001  6.8790644e-001  6.3953828e-001  8.3554835e-001  1.8006511e-001  4.6776677e-001  3.9560249e-001  7.4463082e-001
  2.6903772e-001  6.6243227e-001  6.8615080e-001  7.4406304e-001  1.9928979e-001  4.9084394e-001  3.9498285e-001  7.8595876e-001
  2.7858202e-001  6.8605938e-001  6.6480686e-001  6.9631903e-001  2.1851578e-001  5.0034427e-001  4.2661904e-001  8.1617830e-001
  2.8812569e-001  6.2558974e-001  6.5074280e-001  5.4089424e-001  2.7608993e-001  5.4411530e-001  4.7189418e-001  8.5312355e-001
  2.9766999e-001  7.3117759e-001  6.9782801e-001  5.3587094e-001  3.2743854e-001  5.5981879e-001  4.7083368e-001  8.7433112e-001
  3.1951306e-001  7.3103460e-001  7.0011817e-001  5.3084763e-001  3.4655150e-001  5.4640158e-001  4.7116346e-001  8.9426278e-001
  3.4891169e-001  7.0311340e-001  7.0155696e-001  5.2582433e-001  4.1799613e-001  6.0237235e-001  5.1026306e-001  8.9865882e-001
  3.1847131e-001  5.7107994e-001  7.0537531e-001  5.2080103e-001  4.8944207e-001  6.2214294e-001  5.4520398e-001  9.0444647e-001
  3.2781400e-001  5.6944957e-001  7.0020373e-001  5.1577773e-001  5.5934772e-001  6.2871696e-001  5.5334777e-001  8.9855250e-001
  3.4721678e-001  6.4715308e-001  7.0044967e-001  5.1075443e-001  5.9119171e-001  6.3824703e-001  5.9330306e-001  8.9554828e-001
  3.6661893e-001  6.5323675e-001  7.0264507e-001  4.9059298e-001  6.2303439e-001  6.5239817e-001  6.0157183e-001  8.8092444e-001
  3.8602171e-001  6.6049234e-001  7.0776792e-001  3.7913824e-001  6.5487839e-001  7.0256326e-001  6.3268211e-001  8.7079856e-001
  4.0542385e-001  7.1945986e-001  7.0560322e-001  3.7879372e-001  7.0019201e-001  7.3752406e-001  6.9194507e-001  8.4953800e-001
  4.2482663e-001  7.3837716e-001  7.4811193e-001  3.7844893e-001  7.2056139e-001  7.4085567e-001  6.6337235e-001  8.2513132e-001
  4.4422877e-001  6.9401075e-001  7.4427362e-001  3.7810413e-001  7.2571189e-001  6.7939846e-001  6.2375899e-001  7.9607561e-001
  4.6363155e-001  6.6719514e-001  7.5083373e-001  3.7775961e-001  7.3226074e-001  6.9757758e-001  6.6699297e-001  7.5912788e-001
  4.8303433e-001  7.0578155e-001  7.5368522e-001  3.7741481e-001  7.3999240e-001  7.3369638e-001  6.8343852e-001  7.2455327e-001
  5.0243648e-001  6.6047023e-001  7.4936118e-001  3.7707002e-001  7.4772538e-001  6.9118977e-001  6.7047995e-001  6.8880993e-001
  4.7700197e-001  6.6974830e-001  7.6236514e-001  3.7672522e-001  7.4418088e-001  7.0613743e-001  6.6026028e-001  6.5187001e-001
  4.8668174e-001  6.6924563e-001  7.5531891e-001  3.7638070e-001  7.3902644e-001  6.7383847e-001  6.2798016e-001  6.1528058e-001
  4.9636150e-001  6.5582382e-001  7.4302821e-001  3.7603591e-001  7.3387200e-001  6.7681642e-001  6.3905725e-001  5.7963347e-001
  5.0343625e-001  6.6712143e-001  7.5291019e-001  3.7569111e-001  7.2871624e-001  6.9445879e-001  6.4672200e-001  5.4383388e-001
  5.0392215e-001  6.7792227e-001  7.5298117e-001  3.7534632e-001  7.2690259e-001  6.6110981e-001  6.1100350e-001  5.1239532e-001
  5.0440741e-001  6.4500972e-001  7.4682047e-001  3.7500180e-001  7.2431354e-001  6.0513904e-001  5.7528326e-001  4.8245319e-001
  5.0489267e-001  6.8997757e-001  6.1927017e-001  3.7465700e-001  7.1696958e-001  6.0727352e-001  5.3956476e-001  4.5419214e-001
  5.0537793e-001  6.4846357e-001  5.5114988e-001  3.7431220e-001  7.4211753e-001  5.7380718e-001  5.5163987e-001  4.2540263e-001
  5.0586383e-001  6.6309120e-001  5.4965776e-001  3.7396768e-001  7.3071125e-001  6.1543590e-001  5.7412730e-001  4.0295675e-001
  5.0634909e-001  6.6688999e-001  5.5338211e-001  3.7362289e-001  7.1930366e-001  5.9771529e-001  5.5018711e-001  3.8070292e-001
  5.0683435e-001  6.6544094e-001  5.4612832e-001  3.7327809e-001  7.0356303e-001  5.4502293e-001  5.2624691e-001  3.5150975e-001
  5.0731961e-001  6.7260661e-001  5.5227635e-001  3.7293330e-001  6.7108032e-001  5.2234950e-001  4.9654774e-001  3.3704199e-001
  4.7214746e-001  6.8463538e-001  6.7576659e-001  3.7258878e-001  6.3859629e-001  4.9574511e-001  4.6754631e-001  3.1018395e-001
  4.3553225e-001  7.0957739e-001  7.4619047e-001  3.7224398e-001  6.0156368e-001  4.0854889e-001  3.8657697e-001  2.9208678e-001
  3.9891704e-001  6.9841245e-001  7.3599771e-001  3.7189918e-001  5.5694923e-001  3.4051140e-001  3.1123296e-001  2.7202184e-001
  3.6230183e-001  6.3904693e-001  6.2837866e-001  3.7155439e-001  5.2989169e-001  3.5014945e-001  2.8650650e-001  2.5310104e-001
  3.2568725e-001  6.9042423e-001  6.6160776e-001  3.7120987e-001  5.1785458e-001  3.2782498e-001  2.8002374e-001  2.3530525e-001
  2.8907204e-001  6.8253329e-001  5.7567182e-001  3.7086507e-001  4.6970484e-001  3.3366822e-001  2.9357244e-001  2.2091284e-001
  2.5245683e-001  6.6377077e-001  5.6807195e-001  3.7052028e-001  4.5711837e-001  4.1346885e-001  3.5212204e-001  2.0743337e-001
  2.2865109e-001  7.0830376e-001  5.9626644e-001  3.7017576e-001  4.4453060e-001  4.4234543e-001  4.0946187e-001  1.9842499e-001
  2.1998382e-001  7.2633218e-001  7.0015616e-001  3.6983096e-001  4.2779377e-001  4.6974477e-001  4.1661807e-001  1.9288169e-001
  2.2378068e-001  7.2682011e-001  6.8875175e-001  3.6948617e-001  4.0405469e-001  4.3331768e-001  3.7958219e-001  1.8936391e-001
  2.5772346e-001  6.7472933e-001  6.8590295e-001  3.6914137e-001  4.0786598e-001  4.8558597e-001  3.9553480e-001  1.9050313e-001
  2.5909338e-001  6.6199151e-001  6.8781481e-001  3.6879685e-001  4.2317554e-001  4.9059825e-001  4.5824134e-001  1.9284714e-001
  2.6046394e-001  6.6039357e-001  6.8911125e-001  3.6845205e-001  4.3848510e-001  4.8718839e-001  4.5824134e-001  2.0402422e-001
  2.6183386e-001  6.4049745e-001  6.3994383e-001  3.6810726e-001  4.4374337e-001  4.5491291e-001  4.1965203e-001  2.2285259e-001
  2.6320442e-001  6.4955146e-001  6.3181410e-001  3.6776246e-001  4.4039995e-001  4.7250833e-001  4.3683350e-001  2.3540752e-001
  2.6457434e-001  6.8216477e-001  5.9240473e-001  3.6741794e-001  4.3705653e-001  4.2142466e-001  3.8282617e-001  2.5666737e-001
  2.6594490e-001  6.4464266e-001  5.4652504e-001  3.6707315e-001  4.0519808e-001  3.8866876e-001  3.4956365e-001  2.7782320e-001
  2.6731546e-001  6.7233685e-001  5.0993301e-001  3.6672835e-001  3.6916166e-001  3.8866876e-001  3.5509525e-001  2.9803373e-001
  2.6868538e-001  6.4640276e-001  5.0206802e-001  3.6638355e-001  3.3312656e-001  3.5387697e-001  3.5035859e-001  3.1799092e-001
  2.3522659e-001  6.9269289e-001  5.0918484e-001  3.6603903e-001  2.9906676e-001  3.5387697e-001  3.3319621e-001  3.3267076e-001
  2.3258978e-001  6.7028930e-001  4.5476527e-001  3.6569424e-001  2.7530139e-001  3.1660016e-001  3.2593761e-001  3.4370334e-001
  2.8264981e-001  6.4904879e-001  3.6707669e-001  3.6534944e-001  2.9019434e-001  3.2948844e-001  3.1916674e-001  3.5156032e-001
  2.8795461e-001  6.6440464e-001  3.7441336e-001  3.6500492e-001  3.0508860e-001  3.9363880e-001  3.5755992e-001  3.5814292e-001
  2.9326003e-001  6.9772552e-001  3.8180489e-001  3.6466013e-001  3.1998286e-001  3.9068745e-001  3.6663577e-001  3.7282265e-001
  2.9856546e-001  6.9145611e-001  3.7828389e-001  3.6431533e-001  3.3487581e-001  3.8695836e-001  3.7727374e-001  3.8969288e-001
  3.0387025e-001  6.5349177e-001  3.7658996e-001  3.6397054e-001  3.4977007e-001  4.0585575e-001  4.0603391e-001  4.1526950e-001
  3.0917568e-001  6.9002474e-001  3.7969927e-001  3.6362602e-001  3.6547916e-001  4.3448821e-001  4.2086006e-001  4.3532045e-001
  3.1163505e-001  6.5781535e-001  3.8103831e-001  3.6328122e-001  3.8152864e-001  4.2111794e-001  4.2516628e-001  4.6327553e-001
  3.1397995e-001  6.7239876e-001  3.7652358e-001  3.6293642e-001  3.9754789e-001  4.3918439e-001  4.0266843e-001  4.8667253e-001
  3.1632421e-001  6.6172470e-001  3.8703863e-001  3.6259163e-001  4.1345938e-001  4.3286857e-001  4.2318934e-001  5.0918378e-001
  3.1866910e-001  6.5553637e-001  3.6902807e-001  3.6224711e-001  4.2936955e-001  4.5639328e-001  4.5114763e-001  5.3152195e-001
  3.2101336e-001  6.8290182e-001  3.7729017e-001  3.6190231e-001  4.4527972e-001  4.7788210e-001  4.5563609e-001  5.4920996e-001
  2.6397270e-001  6.7859741e-001  3.8179530e-001  3.6155752e-001  4.6118989e-001  5.1909300e-001  4.9637070e-001  5.6361341e-001
  2.7939227e-001  6.8013049e-001  3.8155589e-001  3.6121300e-001  4.8304304e-001  4.8818209e-001  5.0461517e-001  5.7942772e-001
  2.9481185e-001  6.7403945e-001  3.7986464e-001  3.6086820e-001  5.1491726e-001  5.0806222e-001  4.9732011e-001  5.9040295e-001
  3.1023079e-001  6.8661069e-001  3.8040409e-001  3.6052340e-001  5.4679280e-001  5.1270050e-001  5.6549925e-001  6.0182875e-001
  3.2565036e-001  6.7630958e-001  3.7740374e-001  3.6017861e-001  5.7728444e-001  5.4544857e-001  5.7378364e-001  6.0614603e-001
  3.4106930e-001  6.7668106e-001  3.7796237e-001  4.3662965e-001  6.0757238e-001  5.7708715e-001  5.7927185e-001  6.0922149e-001
  3.5648888e-001  6.7730756e-001  4.5590095e-001  4.7649779e-001  6.3512276e-001  5.8153921e-001  5.8475832e-001  6.0842150e-001
  3.6644594e-001  6.9816038e-001  5.3941436e-001  4.7910199e-001  5.9654592e-001  5.7267264e-001  5.5911369e-001  6.0852377e-001
  3.3816664e-001  6.6541441e-001  5.2779816e-001  4.8170647e-001  5.9617399e-001  5.0538472e-001  5.2613756e-001  6.0062244e-001
  3.1290831e-001  6.8517786e-001  5.3042327e-001  4.8431096e-001  5.9580337e-001  5.2231977e-001  5.2984497e-001  5.9033989e-001
  3.0879536e-001  6.8083069e-001  5.2379065e-001  4.8691544e-001  5.9543144e-001  5.5053127e-001  5.2457719e-001  5.7155544e-001
  3.0468241e-001  6.7419865e-001  5.1673752e-001  4.8951992e-001  5.9505952e-001  5.4421545e-001  5.3824912e-001  5.6141898e-001
  3.0057010e-001  6.6531859e-001  5.2730935e-001  4.9212412e-001  5.9468890e-001  5.5231523e-001  5.4149831e-001  5.4567484e-001
  2.9645715e-001  6.5073960e-001  5.2346683e-001  4.9472860e-001  5.9431697e-001  5.5516955e-001  5.3874205e-001  5.2133343e-001
  2.9234484e-001  6.9119224e-001  5.2877615e-001  4.9733308e-001  5.9394504e-001  5.7555044e-001  5.5172665e-001  5.0004439e-001
  2.8823190e-001  6.8139233e-001  5.3212641e-001  4.9993756e-001  5.9357443e-001  5.1843106e-001  5.1704435e-001  4.7774056e-001
  2.8411895e-001  6.4992441e-001  5.2947636e-001  5.0254177e-001  5.9289234e-001  5.4119055e-001  5.0264864e-001  4.6538183e-001
  2.8000664e-001  6.3009610e-001  5.3158696e-001  5.0514625e-001  5.8453378e-001  5.4895701e-001  5.2970612e-001  4.5269976e-001
  2.7589369e-001  6.5931452e-001  5.2544468e-001  5.0775073e-001  5.7617522e-001  5.6448837e-001  5.7569115e-001  4.4358935e-001
  2.7178138e-001  6.6216841e-001  5.2948326e-001  5.1035521e-001  5.6781667e-001  5.3330047e-001  5.2016857e-001  4.3628866e-001
  2.6766844e-001  6.7304295e-001  5.2860580e-001  5.1295969e-001  5.5743024e-001  5.0596842e-001  4.8069233e-001  4.2800665e-001
  2.6355549e-001  6.9059523e-001  5.3177650e-001  5.1556389e-001  5.4362286e-001  4.8843716e-001  4.6219695e-001  4.2006501e-001
  2.5944318e-001  6.8298290e-001  5.2670353e-001  5.1816837e-001  5.2981678e-001  4.8001502e-001  4.6710718e-001  4.1195069e-001
  2.5533023e-001  7.1024959e-001  6.2343613e-001  5.2077285e-001  4.9067482e-001  4.5515703e-001  4.5856244e-001  4.0508180e-001
  2.5121792e-001  6.9088268e-001  6.2820025e-001  5.2337733e-001  4.4109912e-001  4.2425551e-001  3.8990600e-001  3.9805099e-001
  2.4710497e-001  6.4423139e-001  5.5827169e-001  5.2598181e-001  4.1418484e-001  4.0250223e-001  3.8166153e-001  3.8957129e-001
  2.4299203e-001  6.0412074e-001  5.5379994e-001  5.2858602e-001  4.0666214e-001  4.3453828e-001  4.0202623e-001  3.8058702e-001
  2.3887972e-001  6.6162888e-001  5.5612809e-001  5.3119050e-001  3.7296375e-001  4.1411514e-001  3.9201311e-001  3.7025954e-001
  2.4448724e-001  6.6414962e-001  5.0460412e-001  3.9677533e-001  3.2021811e-001  3.7313428e-001  3.3993411e-001  3.6674811e-001
  2.6145481e-001  6.2794390e-001  3.1371837e-001  3.9645043e-001  3.5031023e-001  4.2130886e-001  3.8087527e-001  3.6789927e-001
  2.8669598e-001  6.3511546e-001  2.6160814e-001  3.9612524e-001  4.1831417e-001  4.9719731e-001  4.6756193e-001  3.7385677e-001
  3.1407789e-001  6.7324785e-001  2.3930079e-001  3.9580034e-001  4.7518915e-001  5.6069355e-001  5.2079515e-001  3.8344107e-001
  3.4146044e-001  6.8849166e-001  2.4667352e-001  3.9547544e-001  5.2510392e-001  5.6395787e-001  5.2871157e-001  3.9369464e-001
  3.6884235e-001  6.7386845e-001  2.5645920e-001  3.9515053e-001  5.8904556e-001  5.9383441e-001  5.9321107e-001  4.0850516e-001
  3.9622426e-001  6.8218540e-001  3.6989902e-001  3.9482563e-001  6.3475871e-001  6.2777804e-001  6.0729956e-001  4.2493729e-001
  4.0212370e-001  6.6617947e-001  3.7415783e-001  3.9450073e-001  6.4462996e-001  5.6677151e-001  5.7365346e-001  4.4339955e-001
  3.9543690e-001  6.6536429e-001  3.5314692e-001  3.9417582e-001  6.5450251e-001  5.8830571e-001  5.7390861e-001  4.6480680e-001
  3.8875010e-001  6.7527181e-001  3.7419543e-001  3.9385092e-001  6.6067549e-001  5.8993944e-001  5.7666486e-001  4.8096620e-001
  3.8206330e-001  6.7915168e-001  3.7403467e-001  3.9352601e-001  6.5279926e-001  5.5425097e-001  5.5463738e-001  4.9042497e-001
  3.7537651e-001  6.8066117e-001  3.7778242e-001  3.9320083e-001  6.4492303e-001  5.5964196e-001  5.4600933e-001  4.9892736e-001
  3.6868971e-001  6.7231621e-001  3.7543547e-001  3.9287593e-001  6.3704680e-001  5.1913525e-001  5.2817525e-001  5.0603090e-001
  3.6200291e-001  6.7654102e-001  3.6743811e-001  3.9255103e-001  6.2917057e-001  5.2212416e-001  5.3497390e-001  5.0444562e-001
  3.5531611e-001  6.7136835e-001  3.7211322e-001  3.9222612e-001  6.5121429e-001  5.4976449e-001  5.2446263e-001  4.9835514e-001
  3.4862931e-001  6.8572917e-001  3.7270024e-001  3.9190122e-001  6.5875933e-001  5.6550553e-001  5.6301723e-001  4.8813054e-001
  3.4194252e-001  6.7876251e-001  3.5857940e-001  3.9157631e-001  6.6043104e-001  5.3537080e-001  5.2820649e-001  4.7714565e-001
  3.3525572e-001  6.5907277e-001  3.7765006e-001  3.9125141e-001  6.7838354e-001  5.6638499e-001  5.6633238e-001  4.6587443e-001
  3.2856892e-001  6.9196320e-001  4.3903567e-001  3.9092651e-001  6.5881584e-001  5.8486613e-001  5.8121234e-001  4.5076562e-001
  3.2188212e-001  6.8226943e-001  4.5482205e-001  3.9060133e-001  6.3924815e-001  5.5582993e-001  5.3991537e-001  4.3388520e-001
  3.1519533e-001  6.9200595e-001  5.4602971e-001  3.9027642e-001  6.1967914e-001  5.3120667e-001  5.0509942e-001  4.1589791e-001
  3.0893591e-001  6.8710305e-001  6.2780122e-001  3.8995152e-001  6.0881959e-001  5.1793343e-001  4.7656142e-001  4.0104534e-001
  3.0552192e-001  6.8827939e-001  6.2216079e-001  3.8962661e-001  5.9923485e-001  4.8431529e-001  4.7983317e-001  3.8595244e-001
  3.0210792e-001  6.7504774e-001  6.2112908e-001  3.8930171e-001  5.9063842e-001  4.9094096e-001  4.7382425e-001  3.7126354e-001
  2.9869393e-001  6.6924563e-001  6.2977946e-001  3.8897681e-001  5.8371370e-001  4.9768868e-001  4.7932982e-001  3.5784452e-001
  2.9527994e-001  6.6803391e-001  6.2959952e-001  3.8865190e-001  5.7564690e-001  4.9520680e-001  4.8814880e-001  3.4577896e-001
  2.9186594e-001  6.6325925e-001  6.3367877e-001  3.8832700e-001  5.3936867e-001  4.7589472e-001  4.4046280e-001  3.3594750e-001
  2.8845195e-001  6.7087305e-001  6.2645759e-001  3.8800210e-001  5.0309175e-001  4.5541837e-001  4.0552709e-001  3.2784056e-001
  2.8503796e-001  6.8081448e-001  6.2392110e-001  3.8767692e-001  4.6681483e-001  4.1564559e-001  4.0095532e-001  3.1776081e-001
  2.8162396e-001  6.5938528e-001  6.1924561e-001  3.8735201e-001  4.4952733e-001  4.0660532e-001  3.6580959e-001  3.1141465e-001
  2.7820997e-001  6.6939894e-001  6.1127665e-001  3.8702711e-001  4.4016470e-001  4.3383096e-001  3.8867887e-001  3.0466739e-001
  2.7479597e-001  6.7367976e-001  6.2699704e-001  3.8670220e-001  4.3080338e-001  4.2081592e-001  4.0545766e-001  3.0000594e-001
  2.7138198e-001  6.5222698e-001  5.5245592e-001  3.8637730e-001  4.4377228e-001  4.7002645e-001  4.3463266e-001  2.9976048e-001
  2.6997008e-001  6.6216841e-001  5.5110269e-001  3.8605240e-001  4.8202582e-001  4.9752594e-001  4.7524924e-001  3.0074684e-001
  2.7329313e-001  6.7419865e-001  6.1401188e-001  3.8572749e-001  4.7244108e-001  4.7067587e-001  4.4272265e-001  3.0415543e-001
  2.7661681e-001  6.7961160e-001  5.9799836e-001  3.8540259e-001  4.6285503e-001  4.5742297e-001  4.1489107e-001  3.1124647e-001
  2.7993986e-001  6.6373981e-001  5.9680589e-001  3.8507741e-001  4.5777287e-001  4.2290346e-001  4.1020300e-001  3.2017620e-001
  2.8326291e-001  6.6174386e-001  6.0005218e-001  3.8475250e-001  4.5456875e-001  4.2209286e-001  4.0116881e-001  3.3109969e-001
  2.8658596e-001  6.8035161e-001  6.0940277e-001  3.8442760e-001  4.5136464e-001  4.0202651e-001  3.9670464e-001  3.4110813e-001
  2.8990900e-001  6.8566431e-001  5.9887851e-001  3.8410270e-001  4.4816053e-001  4.3242571e-001  4.0289928e-001  3.4733011e-001
  2.9323269e-001  6.7087305e-001  5.9814991e-001  3.8377779e-001  4.4184824e-001  4.5033097e-001  4.0909391e-001  3.6180314e-001
  2.9655573e-001  6.7453475e-001  6.0088936e-001  3.8345289e-001  4.3423880e-001  4.2998294e-001  4.0550279e-001  3.7639715e-001
  2.9987878e-001  6.6287598e-001  6.0406467e-001  3.8312798e-001  4.2662936e-001  4.3328482e-001  4.0539171e-001  3.8982924e-001
  3.0320183e-001  6.5348882e-001  6.0553185e-001  3.8280308e-001  4.1901992e-001  4.3020359e-001  4.0775396e-001  3.9850155e-001
  3.0652551e-001  6.8619205e-001  5.9444896e-001  3.8247790e-001  4.1141048e-001  4.1600394e-001  4.0067934e-001  4.1410244e-001
  3.0984856e-001  6.4673001e-001  6.0183129e-001  3.8215300e-001  4.0560549e-001  3.7738291e-001  3.9015940e-001  4.2086049e-001
  3.1317161e-001  6.6815331e-001  6.0213401e-001  3.8182809e-001  4.0006466e-001  4.1775503e-001  4.0489010e-001  4.3770970e-001
  3.1649465e-001  6.9028124e-001  6.0623206e-001  3.8150319e-001  3.9452383e-001  3.8561883e-001  3.7921422e-001  4.5115198e-001
  3.1981770e-001  6.6078864e-001  6.0184088e-001  3.8117828e-001  3.8898300e-001  3.9928955e-001  3.5208212e-001  4.6442953e-001
  3.2314138e-001  6.6755335e-001  6.0373356e-001  3.8085338e-001  3.8344217e-001  4.0661784e-001  3.6192167e-001  4.7355528e-001
  3.2646443e-001  6.6413488e-001  4.8774843e-001  3.8052848e-001  3.8194394e-001  4.2425238e-001  3.8787005e-001  4.8568234e-001
  3.2978748e-001  6.4347664e-001  3.8926280e-001  3.8020357e-001  4.8033834e-001  4.6181243e-001  4.4730831e-001  4.9113803e-001
  3.3311052e-001  6.6975272e-001  3.6641600e-001  3.7987867e-001  5.2440738e-001  5.3709059e-001  5.2049835e-001  4.9914270e-001
  3.3643421e-001  6.5434971e-001  3.7139804e-001  3.7955349e-001  5.5149120e-001  5.1697573e-001  5.1172103e-001  5.0374222e-001
  3.3945961e-001  6.6048644e-001  3.7625884e-001  3.7922859e-001  5.4368988e-001  4.5515547e-001  4.7783367e-001  5.1235143e-001
  3.4231139e-001  6.6066923e-001  3.7002179e-001  3.7890368e-001  5.3588856e-001  4.9045272e-001  4.7649372e-001  5.1806067e-001
  3.4516317e-001  6.7658524e-001  3.7487684e-001  3.7857878e-001  5.2993375e-001  4.6516282e-001  4.3467605e-001  5.2924498e-001
  2.9106523e-001  6.8617730e-001  3.6922298e-001  3.7825387e-001  5.3111262e-001  4.7518270e-001  4.6422075e-001  5.4148952e-001
  3.1254261e-001  6.7455244e-001  3.8134678e-001  3.7792897e-001  5.3229281e-001  4.9327418e-001  4.5699860e-001  5.4504814e-001
  3.3401935e-001  6.8460000e-001  3.7674151e-001  3.7760407e-001  5.6854344e-001  5.2613492e-001  4.9492488e-001  5.5174309e-001
  3.5549610e-001  6.7465858e-001  3.7778242e-001  3.7727916e-001  5.9320118e-001  5.5294587e-001  5.1903170e-001  5.5272668e-001
  3.7697348e-001  6.6051298e-001  3.7340083e-001  3.7695398e-001  6.2546705e-001  5.6406272e-001  5.6146033e-001  5.5051584e-001
  3.9845022e-001  6.8978888e-001  4.9582176e-001  3.7662908e-001  6.5827964e-001  5.9339781e-001  5.9330306e-001  5.5045277e-001
  4.1992760e-001  6.7650122e-001  5.3800396e-001  3.7630417e-001  6.2609788e-001  5.4300268e-001  5.3900240e-001  5.4691801e-001
  4.3386977e-001  6.8825433e-001  5.4691946e-001  3.7597927e-001  6.0675755e-001  4.7229238e-001  4.7018627e-001  5.3920254e-001
  3.9638007e-001  6.6719366e-001  5.7661835e-001  3.7565437e-001  5.9277405e-001  4.3686525e-001  4.0246536e-001  5.3841335e-001
  3.5889038e-001  6.5551720e-001  5.7785801e-001  3.7532946e-001  5.6328386e-001  4.0962240e-001  3.8487774e-001  5.3164730e-001
  3.2140068e-001  6.6713470e-001  5.4701384e-001  3.7500456e-001  5.3152003e-001  3.9762139e-001  3.6059561e-001  5.2493125e-001
  3.1809862e-001  6.8329099e-001  5.5141500e-001  3.7467965e-001  5.3139912e-001  3.9731155e-001  3.6259685e-001  5.1124235e-001
  2.7030334e-001  6.6890363e-001  5.2557743e-001  3.7435447e-001  5.3591222e-001  4.2786567e-001  4.3099121e-001  4.9670629e-001
  2.7474891e-001  6.9672312e-001  5.2902208e-001  3.7402957e-001  5.4042531e-001  4.2085035e-001  4.0862701e-001  4.8320318e-001
  2.7919384e-001  6.5718000e-001  5.3087755e-001  3.7370467e-001  5.6468352e-001  4.8232164e-001  4.6678608e-001  4.6660813e-001
  2.8363941e-001  6.8162229e-001  5.2202842e-001  3.7337976e-001  5.4838040e-001  5.0192636e-001  4.7584458e-001  4.4752521e-001
  2.8808435e-001  6.7630958e-001  5.3418983e-001  3.7305486e-001  5.5613178e-001  4.7524842e-001  4.7564671e-001  4.3208686e-001
  2.9252992e-001  6.5146044e-001  5.4422221e-001  3.7272996e-001  5.6388315e-001  5.2535562e-001  5.1387327e-001  4.1972752e-001
  2.9697485e-001  6.9457681e-001  5.2497161e-001  3.7240505e-001  5.7163453e-001  5.1078666e-001  4.8276473e-001  4.0519657e-001
  3.0142042e-001  6.6551759e-001  5.2318291e-001  3.7208015e-001  5.7679292e-001  5.3278876e-001  4.7893756e-001  3.9512137e-001
  3.0586535e-001  6.5555258e-001  5.1954872e-001  3.7175524e-001  5.7757883e-001  5.2174389e-001  4.8382002e-001  3.8857297e-001
  3.1031029e-001  6.7518926e-001  5.2332487e-001  3.7143006e-001  5.7836606e-001  4.9884043e-001  4.8219716e-001  3.8376890e-001
  3.1441051e-001  6.7232800e-001  5.2715780e-001  3.7110516e-001  5.8246123e-001  4.8654367e-001  4.7768613e-001  3.7277322e-001
  3.1770558e-001  6.6297180e-001  5.2759327e-001  3.7076920e-001  5.8938726e-001  4.8973601e-001  4.7620560e-001  3.6948451e-001
  3.2100001e-001  6.7283215e-001  5.2246351e-001  3.7036059e-001  5.9213928e-001  4.9292678e-001  4.7482921e-001  3.6726572e-001
  3.2429443e-001  6.7154525e-001  5.1397389e-001  3.6995197e-001  5.6933067e-001  4.8643100e-001  4.5694132e-001  3.6169064e-001
  3.2758950e-001  6.9437633e-001  5.2000261e-001  3.6954336e-001  5.9215768e-001  4.9175782e-001  4.6062963e-001  3.5711441e-001
  3.3088392e-001  6.3688735e-001  5.2137502e-001  3.6913502e-001  5.9731081e-001  4.9384066e-001  4.7954504e-001  3.5264330e-001
  3.3417835e-001  6.6188538e-001  5.2595574e-001  3.6872640e-001  5.9205779e-001  5.0451778e-001  4.7920312e-001  3.5165748e-001
